Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Category,Resume
,Krystal Cole,"Pytorch, Python, NLP",10.0,M.Tech,,AI Researcher,Hire,89696.0,3.0,100.0,,913
,Laura Vasquez,"Deep Learning, SQL, Machine Learning",3.0,B.Tech,,Data Scientist,Reject,94832.0,3.0,60.0,,914
,John Holland,"Linux, Networking, Cybersecurity, Ethical Hacking",3.0,MBA,AWS Certified,Cybersecurity Analyst,Hire,114989.0,9.0,100.0,,915
,Marcus Edwards,"SQL, Python",7.0,PhD,,Data Scientist,Hire,72691.0,1.0,85.0,,916
,Amy Carter,"TensorFlow, Python, NLP, Pytorch",0.0,M.Tech,,AI Researcher,Reject,113643.0,4.0,40.0,,917
,Michael Jimenez,"Deep Learning, Machine Learning, Python, SQL",5.0,B.Tech,,Data Scientist,Hire,92538.0,1.0,75.0,,918
,Shannon Frazier,"Deep Learning, Python",5.0,MBA,AWS Certified,Data Scientist,Hire,100800.0,3.0,85.0,,919
,Kelly Harrell,"Cybersecurity, Networking, Ethical Hacking",4.0,MBA,,Cybersecurity Analyst,Hire,112115.0,9.0,100.0,,920
,Jonathan Myers,"Java, SQL, React, C++",9.0,B.Sc,Google ML,Software Engineer,Hire,108502.0,9.0,100.0,,921
,Gary Fisher,"Ethical Hacking, Networking",6.0,PhD,AWS Certified,Cybersecurity Analyst,Hire,66054.0,2.0,90.0,,922
,Michael Padilla,"TensorFlow, Python",7.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,98529.0,1.0,95.0,,923
,Kerry Sanders,"Python, Machine Learning, Deep Learning, SQL",1.0,PhD,Google ML,Data Scientist,Hire,113545.0,6.0,70.0,,924
,Amy Reynolds,"Cybersecurity, Networking, Ethical Hacking",8.0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,54594.0,2.0,100.0,,925
,Colleen Conner,"C++, React, SQL, Java",5.0,PhD,Deep Learning Specialization,Software Engineer,Hire,101120.0,5.0,100.0,,926
,John Walker,"Machine Learning, SQL",5.0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,108012.0,7.0,100.0,,927
,Bianca Montoya,"C++, SQL, Java, React",7.0,B.Sc,,Software Engineer,Hire,117476.0,10.0,100.0,,928
,Melinda Lambert,"SQL, C++, Java",1.0,M.Tech,,Software Engineer,Reject,48157.0,5.0,50.0,,929
,David Levy,"Pytorch, TensorFlow, NLP, Python",1.0,M.Tech,,AI Researcher,Reject,63713.0,0.0,30.0,,930
,Mark Sanford,"Python, Machine Learning",2.0,B.Sc,Deep Learning Specialization,Data Scientist,Reject,71635.0,1.0,45.0,,931
,Debbie Wong,"Linux, Cybersecurity",9.0,B.Sc,,Cybersecurity Analyst,Hire,62823.0,7.0,100.0,,932
,Peter Brown,"SQL, Java, C++",1.0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82007.0,10.0,85.0,,933
,Kristina Evans,"Machine Learning, Deep Learning, Python",10.0,M.Tech,Google ML,Data Scientist,Hire,47998.0,10.0,100.0,,934
,Maria Green,"Python, SQL, Machine Learning",3.0,PhD,Google ML,Data Scientist,Reject,55365.0,1.0,60.0,,935
,Eddie May,"Machine Learning, SQL",2.0,MBA,Deep Learning Specialization,Data Scientist,Hire,90929.0,7.0,75.0,,936
,Samuel Arnold,"Ethical Hacking, Linux",9.0,MBA,AWS Certified,Cybersecurity Analyst,Hire,46896.0,8.0,100.0,,937
,Jacob Morrow,"Pytorch, TensorFlow",5.0,PhD,AWS Certified,AI Researcher,Hire,43681.0,4.0,90.0,,938
,William Johnston,"SQL, C++, Java, React",3.0,M.Tech,Google ML,Software Engineer,Reject,44121.0,0.0,60.0,,939
,Amy Lawson,"Networking, Linux, Cybersecurity",1.0,PhD,Google ML,Cybersecurity Analyst,Hire,48456.0,8.0,75.0,,940
,Donald Cantu,"Linux, Cybersecurity, Networking, Ethical Hacking",6.0,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109463.0,6.0,100.0,,941
,Mr. Matthew Brewer,"NLP, TensorFlow, Python",2.0,MBA,,AI Researcher,Reject,94281.0,2.0,45.0,,942
,Leslie Conway,"Machine Learning, Deep Learning, SQL, Python",2.0,PhD,AWS Certified,Data Scientist,Hire,80720.0,6.0,80.0,,943
,Michael Wilson,"Java, React, SQL, C++",3.0,PhD,,Software Engineer,Hire,78794.0,4.0,70.0,,944
,Kristin Hernandez,"Ethical Hacking, Cybersecurity, Networking",3.0,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,50972.0,1.0,60.0,,945
,Kyle Orozco,"SQL, Java, React",4.0,PhD,AWS Certified,Software Engineer,Hire,79539.0,5.0,90.0,,946
,Theresa Hansen,"Cybersecurity, Networking, Linux, Ethical Hacking",1.0,B.Sc,,Cybersecurity Analyst,Hire,99954.0,8.0,70.0,,947
,Jeffery Hicks,"Python, Deep Learning, Machine Learning, SQL",2.0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,42356.0,3.0,65.0,,948
,Alan Lewis,"Pytorch, TensorFlow, NLP, Python",10.0,B.Sc,Google ML,AI Researcher,Hire,50188.0,3.0,100.0,,949
,Elizabeth Fry,"Linux, Ethical Hacking, Networking",5.0,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,45733.0,0.0,75.0,,950
,Rita Russell,"Deep Learning, Machine Learning",7.0,M.Tech,AWS Certified,Data Scientist,Hire,87562.0,9.0,100.0,,951
,Joshua Hatfield,"NLP, Pytorch, TensorFlow, Python",0.0,MBA,Deep Learning Specialization,AI Researcher,Hire,70137.0,9.0,75.0,,952
,Mary Thomas,"SQL, Machine Learning, Python, Deep Learning",6.0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,53286.0,5.0,100.0,,953
,Jennifer Juarez,"Networking, Cybersecurity, Ethical Hacking, Linux",4.0,M.Tech,Google ML,Cybersecurity Analyst,Hire,91996.0,8.0,100.0,,954
,Megan Meadows,"SQL, Python, Machine Learning, Deep Learning",7.0,B.Sc,AWS Certified,Data Scientist,Hire,55431.0,2.0,100.0,,955
,Michael Johnson,"Deep Learning, Python, SQL, Machine Learning",3.0,B.Sc,AWS Certified,Data Scientist,Hire,113134.0,5.0,85.0,,956
,Sarah Wood MD,"Ethical Hacking, Linux, Networking, Cybersecurity",6.0,MBA,,Cybersecurity Analyst,Hire,90173.0,4.0,100.0,,957
,Elizabeth Logan,"Cybersecurity, Networking",7.0,MBA,,Cybersecurity Analyst,Hire,109418.0,6.0,100.0,,958
,Jesus Johnson,"C++, SQL, Java",7.0,B.Sc,,Software Engineer,Hire,115535.0,5.0,100.0,,959
,Evan Rodriguez,"Machine Learning, SQL, Python",3.0,M.Tech,Google ML,Data Scientist,Hire,119432.0,9.0,100.0,,960
,Phillip Morris,"SQL, Machine Learning, Python",3.0,B.Tech,Google ML,Data Scientist,Hire,77352.0,3.0,70.0,,961
,Melanie Oliver,"SQL, Deep Learning, Python",9.0,B.Sc,Google ML,Data Scientist,Hire,96487.0,0.0,100.0,,962
,Michael Hall,"Python, NLP, Pytorch, TensorFlow",5.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,48234.0,9.0,100.0,,963
,Mary Vasquez,"TensorFlow, NLP",6.0,PhD,AWS Certified,AI Researcher,Hire,64951.0,8.0,100.0,,964
,Jason Jackson,"Cybersecurity, Linux, Ethical Hacking",2.0,PhD,,Cybersecurity Analyst,Hire,51721.0,10.0,85.0,,965
,Elizabeth Stevenson,"SQL, Machine Learning, Deep Learning",8.0,M.Tech,,Data Scientist,Hire,61880.0,8.0,100.0,,966
,Courtney Black,"Ethical Hacking, Linux, Networking, Cybersecurity",6.0,MBA,,Cybersecurity Analyst,Hire,56426.0,1.0,85.0,,967
,Adriana Johnson,"Deep Learning, Python, Machine Learning, SQL",6.0,B.Sc,AWS Certified,Data Scientist,Hire,50340.0,0.0,90.0,,968
,Ashley Rice,"Pytorch, TensorFlow",0.0,M.Tech,AWS Certified,AI Researcher,Hire,99429.0,9.0,65.0,,969
,Mark Hughes,"Python, Machine Learning, SQL",9.0,PhD,Google ML,Data Scientist,Hire,104274.0,10.0,100.0,,970
,Chloe Blake,"C++, React, SQL",0.0,MBA,,Software Engineer,Reject,45815.0,7.0,50.0,,971
,Jennifer Morris,"C++, SQL",8.0,B.Sc,Google ML,Software Engineer,Hire,112514.0,8.0,100.0,,972
,Samuel Bright,"NLP, Python, Pytorch, TensorFlow",3.0,MBA,AWS Certified,AI Researcher,Hire,68738.0,6.0,90.0,,973
,Christopher Fernandez,"C++, Java, SQL",6.0,MBA,AWS Certified,Software Engineer,Hire,40595.0,1.0,90.0,,974
,Vanessa Hampton,"TensorFlow, Pytorch, NLP, Python",1.0,B.Tech,AWS Certified,AI Researcher,Reject,86353.0,2.0,50.0,,975
,Erin Wells,"Cybersecurity, Linux, Ethical Hacking, Networking",7.0,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,95709.0,8.0,100.0,,976
,Louis Spencer,"Python, NLP",3.0,B.Sc,,AI Researcher,Hire,95270.0,7.0,75.0,,977
,Sherry White,"React, C++, SQL, Java",7.0,M.Tech,Google ML,Software Engineer,Hire,67871.0,10.0,100.0,,978
,Hunter Higgins,"SQL, Deep Learning, Machine Learning",9.0,B.Sc,Google ML,Data Scientist,Hire,89128.0,0.0,100.0,,979
,Pamela Santos,"TensorFlow, NLP, Python",9.0,MBA,Google ML,AI Researcher,Hire,57419.0,7.0,100.0,,980
,Juan Le,"Python, SQL, Machine Learning",3.0,B.Tech,AWS Certified,Data Scientist,Hire,71142.0,4.0,75.0,,981
,Dakota Clark,"NLP, Python",10.0,PhD,Google ML,AI Researcher,Hire,100218.0,10.0,100.0,,982
,Kristin Ferguson,"SQL, C++, Java",6.0,MBA,,Software Engineer,Hire,49261.0,1.0,80.0,,983
,Lisa Williamson,"Pytorch, NLP, Python, TensorFlow",1.0,M.Tech,Google ML,AI Researcher,Hire,94795.0,7.0,75.0,,984
,Nicholas Wheeler,"SQL, Deep Learning",0.0,PhD,Deep Learning Specialization,Data Scientist,Reject,118976.0,8.0,60.0,,985
,Sean Jones,"React, SQL, Java",10.0,B.Sc,Deep Learning Specialization,Software Engineer,Hire,57933.0,3.0,100.0,,986
,Carolyn Little,"SQL, Deep Learning, Machine Learning",1.0,MBA,,Data Scientist,Hire,44099.0,8.0,65.0,,987
,Anna Perez,"Pytorch, TensorFlow, NLP",2.0,M.Tech,Google ML,AI Researcher,Hire,76264.0,4.0,65.0,,988
,Christina Ball,"Python, NLP",5.0,B.Sc,Google ML,AI Researcher,Hire,54525.0,8.0,100.0,,989
,Tracy Jennings,"Networking, Cybersecurity, Ethical Hacking, Linux",9.0,MBA,AWS Certified,Cybersecurity Analyst,Hire,45660.0,9.0,100.0,,990
,Jennifer Martinez,"React, C++, Java, SQL",5.0,M.Tech,Google ML,Software Engineer,Hire,106646.0,4.0,100.0,,991
,Jacob Davis,"Networking, Ethical Hacking, Linux, Cybersecurity",3.0,PhD,Google ML,Cybersecurity Analyst,Hire,115708.0,9.0,100.0,,992
,Michael Dodson,"React, SQL",10.0,PhD,Deep Learning Specialization,Software Engineer,Hire,50166.0,10.0,100.0,,993
,Tina Booth,"Cybersecurity, Ethical Hacking, Linux, Networking",1.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,60494.0,0.0,40.0,,994
,Brian Hawkins,"React, Java",4.0,PhD,Google ML,Software Engineer,Hire,51742.0,6.0,90.0,,995
,Brenda Williams,"Cybersecurity, Linux, Ethical Hacking",0.0,B.Sc,,Cybersecurity Analyst,Reject,114364.0,9.0,60.0,,996
,Colleen Hicks,"Deep Learning, Machine Learning",0.0,MBA,Deep Learning Specialization,Data Scientist,Reject,103294.0,5.0,45.0,,997
,Michelle Molina,"TensorFlow, NLP",0.0,B.Tech,Google ML,AI Researcher,Hire,113855.0,9.0,65.0,,998
,Danielle Horn,"Linux, Networking, Cybersecurity, Ethical Hacking",8.0,PhD,AWS Certified,Cybersecurity Analyst,Hire,83146.0,10.0,100.0,,999
,Chad Collins,"SQL, Machine Learning, Python, Deep Learning",7.0,M.Tech,Deep Learning Specialization,Data Scientist,Hire,119474.0,3.0,100.0,,1000
,,,,,,,,,,,Machine Learning, 
,,,,,,,,,,,Machine Learning, 
,Ashley Ali,"TensorFlow, NLP, Pytorch",10.0,B.Sc,,AI Researcher,Hire,104895.0,8.0,100.0,,1
,Wesley Roman,"Deep Learning, Machine Learning, Python, SQL",10.0,MBA,Google ML,Data Scientist,Hire,113002.0,1.0,100.0,,2
,Corey Sanchez,"Ethical Hacking, Cybersecurity, Linux",1.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,71766.0,7.0,70.0,,3
,Elizabeth Carney,"Python, Pytorch, TensorFlow",7.0,B.Tech,AWS Certified,AI Researcher,Hire,46848.0,0.0,95.0,,4
,Julie Hill,"SQL, React, Java",4.0,PhD,,Software Engineer,Hire,87441.0,9.0,100.0,,5
,Samantha Santos,"Cybersecurity, Networking, Linux, Ethical Hacking",10.0,B.Tech,Google ML,Cybersecurity Analyst,Hire,47957.0,5.0,100.0,,6
,Tony Smith,"Networking, Cybersecurity, Ethical Hacking",4.0,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,66208.0,9.0,100.0,,7
,Anthony Harrison,"TensorFlow, Pytorch, NLP",3.0,M.Tech,AWS Certified,AI Researcher,Hire,103006.0,7.0,90.0,,8
,Nancy Jenkins,"Networking, Ethical Hacking",7.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,92270.0,3.0,100.0,,9
,Courtney Gibson,"Python, TensorFlow, Pytorch, NLP",0.0,M.Tech,AWS Certified,AI Researcher,Reject,60579.0,1.0,35.0,,10
,Laura French,"SQL, Java, C++",1.0,PhD,Deep Learning Specialization,Software Engineer,Hire,88945.0,7.0,70.0,,11
,Ralph Barrera,"Cybersecurity, Ethical Hacking, Networking",0.0,MBA,Google ML,Cybersecurity Analyst,Reject,62708.0,5.0,50.0,,12
,David Diaz,"Cybersecurity, Networking",0.0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,42077.0,9.0,65.0,,13
,Caitlin Myers,"SQL, C++, Java",4.0,B.Sc,Deep Learning Specialization,Software Engineer,Hire,50410.0,10.0,100.0,,14
,Tammy Pineda,"Pytorch, NLP",0.0,M.Tech,Deep Learning Specialization,AI Researcher,Reject,96555.0,5.0,45.0,,15
,Courtney Cook,"Cybersecurity, Networking",1.0,PhD,Google ML,Cybersecurity Analyst,Reject,51388.0,6.0,60.0,,16
,Megan Brown,"SQL, Python",10.0,PhD,,Data Scientist,Hire,115364.0,2.0,100.0,,17
,Frances Davis MD,"Linux, Networking, Cybersecurity, Ethical Hacking",3.0,B.Tech,,Cybersecurity Analyst,Hire,66379.0,6.0,80.0,,18
,Jonathon Pineda,"SQL, Python, Deep Learning",3.0,MBA,,Data Scientist,Hire,112439.0,10.0,95.0,,19
,Jennifer Collins,"Machine Learning, SQL, Python",10.0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,53167.0,9.0,100.0,,20
,Nichole Welch,"SQL, Java, C++, React",5.0,B.Sc,,Software Engineer,Hire,57546.0,4.0,90.0,,21
,Amber Davis,"Python, TensorFlow, Pytorch, NLP",6.0,B.Sc,Google ML,AI Researcher,Hire,106352.0,10.0,100.0,,22
,William Clark,"Machine Learning, Deep Learning, SQL",4.0,MBA,AWS Certified,Data Scientist,Hire,107045.0,8.0,100.0,,23
,Taylor Williams,"TensorFlow, Pytorch, NLP, Python",8.0,MBA,Deep Learning Specialization,AI Researcher,Hire,94384.0,0.0,100.0,,24
,Lori Johnson,"Pytorch, TensorFlow, NLP, Python",0.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,91064.0,10.0,80.0,,25
,Roy Huang,"Python, NLP",7.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,68447.0,10.0,100.0,,26
,Christopher Ayers,"Ethical Hacking, Cybersecurity",3.0,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,76203.0,2.0,60.0,,27
,Shaun Gomez,"Pytorch, NLP",1.0,M.Tech,,AI Researcher,Reject,41731.0,5.0,45.0,,28
,Claudia Harris,"NLP, Pytorch, Python",10.0,B.Tech,Google ML,AI Researcher,Hire,119307.0,2.0,100.0,,29
,Steven Thomas,"SQL, Python",10.0,B.Tech,AWS Certified,Data Scientist,Hire,59926.0,4.0,100.0,,30
,Abigail Watts,"Python, SQL",4.0,PhD,,Data Scientist,Hire,84679.0,10.0,100.0,,31
,Logan Mcclure,"Ethical Hacking, Networking, Linux",1.0,B.Sc,,Cybersecurity Analyst,Hire,58606.0,10.0,75.0,,32
,Elizabeth Serrano,"Deep Learning, Machine Learning, SQL, Python",8.0,M.Tech,AWS Certified,Data Scientist,Hire,51283.0,4.0,100.0,,33
,Maria Glover,"TensorFlow, Python, Pytorch",9.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,99521.0,4.0,100.0,,34
,Sandra Juarez,"Networking, Linux, Ethical Hacking",0.0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,47001.0,10.0,75.0,,35
,Bradley Cruz,"NLP, Pytorch",7.0,PhD,AWS Certified,AI Researcher,Hire,92104.0,6.0,100.0,,36
,Darrell Wilkinson,"Python, NLP",7.0,M.Tech,Google ML,AI Researcher,Hire,80936.0,3.0,100.0,,37
,Jason Flores,"C++, SQL, Java",5.0,B.Tech,Google ML,Software Engineer,Hire,97505.0,7.0,100.0,,38
,Denise Harper,"Linux, Cybersecurity",7.0,PhD,,Cybersecurity Analyst,Hire,106469.0,0.0,80.0,,39
,Kim Blake,"SQL, Python",1.0,MBA,AWS Certified,Data Scientist,Hire,52364.0,8.0,70.0,,40
,Lindsey Jackson,"C++, React",10.0,MBA,AWS Certified,Software Engineer,Hire,101108.0,9.0,100.0,,41
,Frances Salazar,"Networking, Linux",1.0,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,51200.0,10.0,80.0,,42
,Justin Ross,"NLP, TensorFlow, Python",3.0,M.Tech,,AI Researcher,Hire,66403.0,10.0,95.0,,43
,Denise Ramirez,"Machine Learning, Python",1.0,MBA,Deep Learning Specialization,Data Scientist,Hire,50397.0,8.0,70.0,,44
,Tanya West,"SQL, Python, Machine Learning",4.0,M.Tech,AWS Certified,Data Scientist,Hire,95486.0,6.0,95.0,,45
,Ryan Peters,"SQL, Java",5.0,B.Sc,AWS Certified,Software Engineer,Hire,72756.0,4.0,90.0,,46
,Terry Burns,"SQL, Java, C++, React",4.0,MBA,AWS Certified,Software Engineer,Hire,50602.0,9.0,100.0,,47
,Christopher Stevenson,"Python, Machine Learning",8.0,PhD,Google ML,Data Scientist,Hire,103477.0,9.0,100.0,,48
,David Nash,"React, SQL, Java",1.0,MBA,Deep Learning Specialization,Software Engineer,Hire,46437.0,9.0,80.0,,49
,Christopher Nicholson,"Pytorch, Python",5.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,89338.0,1.0,75.0,,50
,Kenneth Skinner,"Python, NLP, TensorFlow, Pytorch",5.0,PhD,,AI Researcher,Hire,45488.0,9.0,100.0,,51
,Dalton Smith,"Ethical Hacking, Cybersecurity, Linux",9.0,M.Tech,,Cybersecurity Analyst,Hire,55058.0,3.0,100.0,,52
,James Bailey,"SQL, Deep Learning, Machine Learning",1.0,MBA,,Data Scientist,Reject,54006.0,4.0,45.0,,53
,William Hill,"Python, SQL, Machine Learning",9.0,B.Sc,Google ML,Data Scientist,Hire,82004.0,2.0,100.0,,54
,James Jones,"Python, SQL, Machine Learning",0.0,B.Tech,AWS Certified,Data Scientist,Reject,112663.0,7.0,60.0,,55
,Danielle Drake,"Cybersecurity, Networking, Ethical Hacking",1.0,B.Sc,Google ML,Cybersecurity Analyst,Reject,56827.0,4.0,55.0,,56
,Rachel Wheeler,"C++, Java, SQL, React",3.0,B.Sc,Google ML,Software Engineer,Hire,49367.0,3.0,75.0,,57
,April Flores,"Networking, Cybersecurity, Ethical Hacking, Linux",1.0,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,86274.0,3.0,55.0,,58
,Ruth Oconnell,"TensorFlow, Pytorch",2.0,B.Sc,,AI Researcher,Reject,62312.0,1.0,35.0,,59
,Sarah Kane,"Java, React",6.0,PhD,Google ML,Software Engineer,Hire,80278.0,4.0,100.0,,60
,Rebecca Wagner,"Python, Pytorch",0.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,71804.0,10.0,70.0,,61
,Laura Howell,"SQL, Deep Learning, Machine Learning, Python",8.0,B.Sc,,Data Scientist,Hire,72780.0,9.0,100.0,,62
,Kevin Miller,"Machine Learning, Deep Learning, Python",9.0,M.Tech,Google ML,Data Scientist,Hire,84443.0,3.0,100.0,,63
,Joanna Foster,"C++, React, Java, SQL",9.0,M.Tech,,Software Engineer,Hire,99057.0,8.0,100.0,,64
,Steven Bell II,"Deep Learning, Python, Machine Learning, SQL",10.0,MBA,Deep Learning Specialization,Data Scientist,Hire,63516.0,2.0,100.0,,65
,Cynthia Simmons,"Java, React, C++",1.0,PhD,,Software Engineer,Reject,62647.0,3.0,40.0,,66
,Brittney Mccormick,"Java, C++, React, SQL",8.0,B.Sc,,Software Engineer,Hire,89042.0,1.0,100.0,,67
,David Mitchell,"Pytorch, Python, TensorFlow, NLP",9.0,M.Tech,Google ML,AI Researcher,Hire,47919.0,4.0,100.0,,68
,Christopher Reed,"Linux, Networking, Ethical Hacking, Cybersecurity",9.0,M.Tech,Google ML,Cybersecurity Analyst,Hire,81596.0,3.0,100.0,,69
,Jonathan Fowler,"SQL, Python, Machine Learning, Deep Learning",1.0,B.Tech,AWS Certified,Data Scientist,Reject,43647.0,1.0,45.0,,70
,Taylor Wright,"Pytorch, TensorFlow, NLP",8.0,PhD,Deep Learning Specialization,AI Researcher,Hire,50670.0,0.0,100.0,,71
,Curtis Townsend,"Ethical Hacking, Networking, Linux",0.0,MBA,Google ML,Cybersecurity Analyst,Reject,60440.0,7.0,60.0,,72
,Scott Kidd,"Python, SQL, Machine Learning, Deep Learning",0.0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,69800.0,6.0,60.0,,73
,Donald Duffy,"Java, SQL",5.0,MBA,AWS Certified,Software Engineer,Hire,40914.0,6.0,100.0,,74
,Michael Chapman,"TensorFlow, NLP",9.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,111697.0,4.0,100.0,,75
,Carolyn James,"Java, React, SQL, C++",4.0,B.Tech,Deep Learning Specialization,Software Engineer,Hire,88155.0,8.0,100.0,,76
,Timothy Kirby,"Python, Machine Learning",0.0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,61332.0,0.0,20.0,,77
,Michael Vasquez,"Cybersecurity, Ethical Hacking, Linux, Networking",7.0,PhD,,Cybersecurity Analyst,Hire,62406.0,1.0,95.0,,78
,Brooke Charles,"TensorFlow, Python",1.0,MBA,,AI Researcher,Reject,75420.0,6.0,50.0,,79
,Wesley Rodriguez,"Deep Learning, Python, Machine Learning, SQL",6.0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,82300.0,4.0,100.0,,80
,Jamie Rose,"NLP, TensorFlow, Pytorch",7.0,MBA,,AI Researcher,Hire,88358.0,4.0,100.0,,81
,Melissa Clark,"React, C++",1.0,PhD,Deep Learning Specialization,Software Engineer,Hire,107085.0,10.0,80.0,,82
,Ryan Moore,"C++, Java",9.0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,51284.0,4.0,100.0,,83
,Shawn Richardson,"Python, NLP, TensorFlow",10.0,B.Tech,,AI Researcher,Hire,62710.0,2.0,100.0,,84
,Lisa Navarro,"Java, SQL, C++",0.0,B.Sc,AWS Certified,Software Engineer,Reject,52290.0,2.0,35.0,,85
,Renee Patterson MD,"Java, React, C++",8.0,M.Tech,,Software Engineer,Hire,87272.0,2.0,100.0,,86
,Heather Bauer,"SQL, Deep Learning, Python, Machine Learning",6.0,M.Tech,Deep Learning Specialization,Data Scientist,Hire,72143.0,10.0,100.0,,87
,Derek Smith,"Python, Pytorch",7.0,B.Sc,,AI Researcher,Hire,98548.0,7.0,100.0,,88
,Jose Mclaughlin,"React, SQL, Java",5.0,PhD,Google ML,Software Engineer,Hire,102333.0,10.0,100.0,,89
,Christina Johnson,"Linux, Ethical Hacking, Cybersecurity, Networking",10.0,M.Tech,,Cybersecurity Analyst,Hire,60343.0,8.0,100.0,,90
,David Santos,"NLP, TensorFlow",4.0,MBA,Google ML,AI Researcher,Hire,49331.0,7.0,95.0,,91
,Melissa Salinas,"Pytorch, TensorFlow, Python",4.0,MBA,Google ML,AI Researcher,Hire,67536.0,6.0,95.0,,92
,Cody Pace,"TensorFlow, NLP, Pytorch",5.0,B.Sc,AWS Certified,AI Researcher,Hire,88653.0,0.0,75.0,,93
,Juan Jimenez,"NLP, Pytorch",0.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,87556.0,10.0,70.0,,94
,Madison Dunn,"Java, SQL, C++",9.0,B.Tech,Google ML,Software Engineer,Hire,113365.0,8.0,100.0,,95
,Stephen Watkins,"TensorFlow, Pytorch, Python, NLP",1.0,B.Sc,AWS Certified,AI Researcher,Reject,97235.0,4.0,60.0,,96
,Dawn Tucker,"TensorFlow, NLP, Pytorch, Python",4.0,PhD,Deep Learning Specialization,AI Researcher,Hire,89633.0,2.0,80.0,,97
,Michelle Benton,"TensorFlow, Pytorch, NLP, Python",6.0,B.Tech,AWS Certified,AI Researcher,Hire,109750.0,9.0,100.0,,98
,Shannon Patel,"Python, Deep Learning",6.0,PhD,Google ML,Data Scientist,Hire,63260.0,8.0,100.0,,99
,Sandra Perkins,"SQL, Java, React",6.0,B.Sc,Google ML,Software Engineer,Hire,67745.0,3.0,100.0,,100
,Sheryl Freeman,"Linux, Cybersecurity",1.0,M.Tech,Google ML,Cybersecurity Analyst,Reject,85755.0,3.0,45.0,,101
,Elaine Ryan,"Ethical Hacking, Cybersecurity",8.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,58775.0,3.0,100.0,,102
,Jonathan Hernandez,"Ethical Hacking, Networking",2.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,49346.0,3.0,55.0,,103
,Emily Williamson,"Ethical Hacking, Networking, Linux",8.0,PhD,,Cybersecurity Analyst,Hire,97521.0,7.0,100.0,,104
,Miguel Dunn,"Java, SQL",5.0,B.Tech,Google ML,Software Engineer,Hire,81801.0,1.0,75.0,,105
,Natasha Orr,"Deep Learning, Machine Learning, SQL",7.0,B.Tech,AWS Certified,Data Scientist,Hire,118152.0,6.0,100.0,,106
,David Richardson,"NLP, Python, TensorFlow",9.0,B.Tech,AWS Certified,AI Researcher,Hire,105695.0,0.0,100.0,,107
,Michael Lewis,"Python, Deep Learning, Machine Learning",2.0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,98024.0,2.0,55.0,,108
,Michael Jones,"Python, Machine Learning, SQL",4.0,B.Tech,,Data Scientist,Hire,85884.0,6.0,85.0,,109
,Nicole Hunt,"Ethical Hacking, Linux, Networking, Cybersecurity",7.0,MBA,,Cybersecurity Analyst,Hire,107237.0,3.0,100.0,,110
,Austin Hunter,"Java, React",9.0,B.Tech,Google ML,Software Engineer,Hire,117897.0,0.0,100.0,,111
,Richard Jones MD,"Machine Learning, SQL, Deep Learning",5.0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,59033.0,4.0,95.0,,112
,Sydney Nelson,"SQL, Python, Machine Learning, Deep Learning",3.0,MBA,Deep Learning Specialization,Data Scientist,Hire,102054.0,1.0,65.0,,113
,Paula Mills,"Pytorch, TensorFlow",0.0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,98413.0,3.0,35.0,,114
